Claim,Subsection,label,deepset/gbert-base,deepset/gbert-large,deepset/gelectra-base,deepset/gelectra-large
KONTAKTBESCHRÄNKUNGEN: Draußen dürfen sich wieder zehn Menschen aus bis zu fünf Haushalten plus Kinder bis 14 Jahren treffen. In geschlossenen Räumen sind bis zu sechs Menschen aus drei Haushalten erlaubt.,"Der zur Verfügung gestellte Mund-Nase-Schutz muss bis einschließlich 25. Mai 2021 den Anforderungen der Richtlinie 93/42/EWG des Rates vom 14. Juni 1993 über Medizinprodukte (ABl. L 169 vom 12.7.1993, S. 1), die zuletzt durch Artikel 2 der Richtlinie 2007/47/EG (ABl. L 247 vom 21.9.2007, S. 21) geändert worden ist, in der jeweils geltenden Fassung, entsprechen. Die Atemschutzmasken müssen der Verordnung (EU) 2016/425 des Europäischen Parlaments und des Rates vom 9. März 2016 über persönliche Schutzausrüstungen und zur Aufhebung der Richtlinie 89/686/EWG des Rates (ABl. L 81 vom 31.3.2016, S. 51) oder der Medizinischer Bedarf Versorgungssicherstellungsverordnung vom 25. Mai 2020 (BAnz AT 26.05.2020 V1) genügen.",False,0,0,0,0
"Keine OP-Masken mehr erlaubt.Ebenfalls neu ist eine FFP2-Maskenpflicht in geschlossenen Räumen jenseits der eigenen vier Wände. Einfachere OP-Masken, die bisher als Alternative zu FFP2-Masken erlaubt waren, reichen nicht mehr. Die Regelung gilt unter anderem in Bussen und Bahnen, Geschäften, Arztpraxen und Krankenhäusern.","Eine FFP2-Maske ist in geschlossenen Räumen zu tragen 1. von Fahrgästen bei der Benutzung öffentlicher Verkehrsmittel einschließlich der Bahnhöfe, Flughäfen und Fährterminals sowie sonstiger Fahrzeuge mit wechselnden Fahrgästen, 2. in Arztpraxen und anderen Gesundheitseinrichtungen von Patientinnen und Patienten sowie ihren Begleitpersonen unter der Voraussetzung, dass die jeweilige medizinische Behandlung dem nicht entgegensteht, 3. in Krankenhäusern und Pflegeeinrichtungen von Besucherinnen und Besuchern sowie von Patientinnen und Patienten beziehungsweise Bewohnerinnen und Bewohnern, sofern sie sich außerhalb ihres Zimmers aufhalten oder Besuch empfangen, 4. von Kundinnen und Kunden in Einzelhandelsgeschäften aller Art und Einkaufszentren (Malls) sowie in Handwerks-, Dienstleistungs- und anderen Gewerbebetrieben mit Publikumsverkehr, 5. von Besucherinnen und Besuchern in Bibliotheken und Archiven, 6. in der beruflichen Bildung und der allgemeinen Erwachsenenbildung, 7. von Besucherinnen und Besuchern in kulturellen Einrichtungen und Freizeiteinrichtungen und 8. soweit dies über die in den Nummern 1 bis 7 genannten Anlässe hinaus in einem bereichsspezifischen Hygienerahmenkonzept nach § 6 Absatz 3 oder einer auf Grund von § 25 erlassenen Rechtsverordnung bestimmt ist.",True,1,1,1,1
"Keine OP-Masken mehr erlaubt.Ebenfalls neu ist eine FFP2-Maskenpflicht in geschlossenen Räumen jenseits der eigenen vier Wände. Einfachere OP-Masken, die bisher als Alternative zu FFP2-Masken erlaubt waren, reichen nicht mehr. Die Regelung gilt unter anderem in Bussen und Bahnen, Geschäften, Arztpraxen und Krankenhäusern.","Eine Anwesenheitsdokumentation für schulfremde Personen ist nicht erforderlich, soweit diese ausschließlich zum Bringen oder Abholen einer Schülerin oder eines Schülers das Schulgelände betreten.",False,1,0,1,1
Zudem sollen Betriebe 50 Prozent ihrer Büroarbeitsplätze im Homeoffice anbieten.,"Gewerbliche und öffentliche Arbeitgeberinnen und Arbeitgeber haben dafür Sorge zu tragen, dass im Falle von Büroarbeitsplätzen höchstens 50 Prozent der eingerichteten Büroarbeitsplätze in einer Arbeitsstätte gemäß § 1 Absatz 1 der Arbeitsstättenverordnung vom 12. August 2004 (BGBl. I S. 2179), die zuletzt durch Artikel 4 des Gesetzes vom 22. Dezember 2020 (BGBl. I S. 3334) geändert worden ist, in der jeweils geltenden Fassung zeitgleich genutzt werden.",True,1,1,1,1
Zudem sollen Betriebe 50 Prozent ihrer Büroarbeitsplätze im Homeoffice anbieten.,"Der Arbeitgeber hat den Beschäftigten im Fall von Büroarbeit oder vergleichbaren Tätigkeiten anzubieten, diese Tätigkeiten in deren Wohnung auszuführen, wenn keine zwingenden betriebsbedingten Gründe entgegenstehen.",False,1,1,1,1
"Für Unternehmen gilt nun eine Verpflichtung, den Beschäftigten, die nicht permanent zu Hause arbeiten, mindestens zweimal pro Woche Corona-Tests zu ermöglichen.","Arbeitgeberinnen und Arbeitgeber sind verpflichtet, ihren Mitarbeiterinnen und Mitarbeitern, die an ihrem Arbeitsplatz präsent sind, zweimal pro Woche ein Angebot über eine kostenlose Testung in Bezug auf eine Infektion mit dem Coronavirus SARS-CoV-2 mittels eines Point-of-Care (PoC)-Antigen-Tests, einschließlich solchen zur Selbstanwendung unter Aufsicht, zu unterbreiten und diese Testungen zu organisieren.",True,1,1,1,1
"Für Unternehmen gilt nun eine Verpflichtung, den Beschäftigten, die nicht permanent zu Hause arbeiten, mindestens zweimal pro Woche Corona-Tests zu ermöglichen.","Der zur Verfügung gestellte Mund-Nase-Schutz muss bis einschließlich 25. Mai 2021 den Anforderungen der Richtlinie 93/42/EWG des Rates vom 14. Juni 1993 über Medizinprodukte (ABl. L 169 vom 12.7.1993, S. 1), die zuletzt durch Artikel 2 der Richtlinie 2007/47/EG (ABl. L 247 vom 21.9.2007, S. 21) geändert worden ist, in der jeweils geltenden Fassung, entsprechen. Die Atemschutzmasken müssen der Verordnung (EU) 2016/425 des Europäischen Parlaments und des Rates vom 9. März 2016 über persönliche Schutzausrüstungen und zur Aufhebung der Richtlinie 89/686/EWG des Rates (ABl. L 81 vom 31.3.2016, S. 51) oder der Medizinischer Bedarf Versorgungssicherstellungsverordnung vom 25. Mai 2020 (BAnz AT 26.05.2020 V1) genügen.",False,0,0,0,0
"Berlinerinnen und Berliner müssen einen negativen Corona-Test zum Einkaufen in Geschäften, für Besuche im Friseur- oder Kosmetiksalon, in Museen und Galerien vorweisen. Davon ausgenommen sind Supermärkte, Apotheken oder Drogerien, die auch im Lockdown offen waren.","Verkaufsstellen im Sinne des Berliner Ladenöffnungsgesetzes vom 14. November 2006 (GVBl. S. 1045), das zuletzt durch das Gesetz vom 13. Oktober 2010 (GVBl. S. 467) geändert worden ist, in der jeweils geltenden Fassung dürfen nur von Kundinnen und Kunden aufgesucht werden, die im Sinne von § 6b negativ getestet sind. Für die Öffnung nach Satz 1 gilt ein Richtwert von insgesamt höchstens einer Kundin oder einem Kunden pro 40 Quadratmetern Verkaufsfläche, eine elektronische Kontaktnachverfolgung ist sicherzustellen. Die Sätze 1 und 2 gelten nicht für den Einzelhandel für Lebensmittel und Getränke, Tabakprodukte, Schreibwaren, Zeitungen, Zeitschriften, Bücher und Tierbedarf, Apotheken, Einrichtungen zum Erwerb von Sanitätsbedarf sowie von Hör- und Sehhilfen, Drogerien, Reformhäuser, Tankstellen, Abhol- und Lieferdienste und Wochenmärkte mit Beschränkung auf die vorgenannten Sortimente, gewerblichen Handwerkerbedarf und Fahrrad- und Kfz- Werkstätten.",True,1,1,1,1
"Berlinerinnen und Berliner müssen einen negativen Corona-Test zum Einkaufen in Geschäften, für Besuche im Friseur- oder Kosmetiksalon, in Museen und Galerien vorweisen. Davon ausgenommen sind Supermärkte, Apotheken oder Drogerien, die auch im Lockdown offen waren.","Diese Verordnung dient dem Ziel, das Risiko einer Infektion mit dem Coronavirus SARS-CoV-2 bei der Arbeit zu minimieren und Sicherheit und Gesundheit der Beschäftigten zu schützen.",False,0,0,0,0
"Berlinerinnen und Berliner müssen einen negativen Corona-Test zum Einkaufen in Geschäften, für Besuche im Friseur- oder Kosmetiksalon, in Museen und Galerien vorweisen. Davon ausgenommen sind Supermärkte, Apotheken oder Drogerien, die auch im Lockdown offen waren.","Dienstleistungsgewerbe im Bereich der Körperpflege wie Friseurbetriebe, Kosmetikstudios, Massagepraxen, Tattoo-Studios und ähnliche Betriebe sowie Sonnenstudios dürfen nur für den Publikumsverkehr geöffnet werden oder ihre Dienste anbieten, wenn ausschließlich Kundinnen und Kunden nach vorheriger Terminvereinbarung bedient werden oder elektronische Kontaktnachverfolgung sichergestellt ist. Zwischen den Plätzen für die Kundinnen und Kunden ist ein Sicherheitsabstand von 2 Metern zu gewährleisten, innerhalb dessen sich keine Kundinnen und Kunden aufhalten dürfen; wartende Kundinnen und Kunden dürfen sich nicht innerhalb der Betriebsräume aufhalten; die übrigen in dieser Verordnung festgelegten allgemeinen Schutz- und Hygieneregeln bleiben unberührt. Die Dienstleistungen dürfen nur von Personen in Anspruch genommen werden, die im Sinne von § 6b negativ getestet wurden.",True,1,1,1,1
"Berlinerinnen und Berliner müssen einen negativen Corona-Test zum Einkaufen in Geschäften, für Besuche im Friseur- oder Kosmetiksalon, in Museen und Galerien vorweisen. Davon ausgenommen sind Supermärkte, Apotheken oder Drogerien, die auch im Lockdown offen waren.","Betriebsbedingte Zusammenkünfte mehrerer Personen sind auf das betriebsnotwendige Minimum zu reduzieren und nach Möglichkeit durch die Verwendung von Informationstechnologie zu ersetzen. Können solche betriebsnotwendigen Zusammenkünfte nicht durch Informationstechnologie ersetzt werden, so hat der Arbeitgeber durch andere geeignete Schutzmaßnahmen den gleichwertigen Schutz der Beschäftigten sicherzustellen, insbesondere durch Lüftungsmaßnahmen, geeignete Abtrennungen zwischen den anwesenden Personen der sonstige im Hygienekonzept ausgewiesene Maßnahmen.",False,0,0,0,0
"Berlinerinnen und Berliner müssen einen negativen Corona-Test zum Einkaufen in Geschäften, für Besuche im Friseur- oder Kosmetiksalon, in Museen und Galerien vorweisen. Davon ausgenommen sind Supermärkte, Apotheken oder Drogerien, die auch im Lockdown offen waren.","Museen, Galerien und Gedenkstätten dürfen für den Publikumsverkehr geöffnet werden, sofern ein Einlass nur nach vorheriger Terminbuchung erfolgt. Für die Steuerung des Zutritts zur Sicherung des Mindestabstandes gilt ein Richtwert für die maximal zulässige Anzahl von Besucherinnen und Besuchern je Ausstellungs- oder Betriebsfläche von insgesamt höchstens einer Besucherin oder einem Besucher pro 40 Quadratmetern Ausstellungs- oder Betriebsfläche. Die Einrichtungen dürfen nur durch Besucherinnen und Besucher aufgesucht werden, die im Sinne von § 6b negativ getestet sind.",True,1,1,1,1
"Berlinerinnen und Berliner müssen einen negativen Corona-Test zum Einkaufen in Geschäften, für Besuche im Friseur- oder Kosmetiksalon, in Museen und Galerien vorweisen. Davon ausgenommen sind Supermärkte, Apotheken oder Drogerien, die auch im Lockdown offen waren.","Entsprechend den Empfehlungen des Robert Koch-Instituts sind die Bereiche, in denen sich Menschen mit Covid-19-Infektion (Infektionsbereich), Bereiche, in denen sich Menschen mit dem Verdacht auf eine Covid-19-Infektion sowie Bereiche, in denen sich Menschen ohne Symptome oder Kontakt jeweils aufhalten und versorgen lassen, räumlich voneinander zu trennen. Die räumliche Abtrennung der beiden erstgenannten Bereiche muss zur eindeutigen Erkennbarkeit farblich gekennzeichnet werden; für den Infektionsbereich wird die Signalfarbe rot empfohlen.",False,0,0,0,0
Zudem dürfen doppelt so viele Kunden gleichzeitig in einem Geschäft sein: Der Senat halbierte die Vorgabe von 20 Quadratmeter Verkaufsfläche pro Kunde auf zehn.,"Bei der Öffnung von Verkaufsstellen darf in geschlossenen Räumen pro 10 Quadratmetern Geschäftsraum nur höchstens eine Person eingelassen werden. Unterschreitet der Geschäftsraum eine Größe von 10 Quadratmetern, so darf jeweils nur eine Kundin oder ein Kunde eingelassen werden. Der Zutritt zu Kaufhäusern und Einkaufszentren (Malls) ist vom Betreiber gesondert zu regulieren. Dabei gilt die Mindestfläche von 10 Quadratmetern je Person nach Satz 1 für alle dort befindlichen Verkaufsflächen. Aufenthaltsanreize in Kaufhäusern und Einkaufszentren (Malls) dürfen nicht geschaffen werden.",True,1,1,1,1
Zudem dürfen doppelt so viele Kunden gleichzeitig in einem Geschäft sein: Der Senat halbierte die Vorgabe von 20 Quadratmeter Verkaufsfläche pro Kunde auf zehn.,Veranstaltungen im Freien mit mehr als 1 000 zeitgleich Anwesenden sind bis einschließlich 31. August 2020 verboten. Vom 1. September bis zum Ablauf des 24. Oktober 2020 sind Veranstaltungen im Freien mit mehr als 5 000 zeitgleich Anwesenden verboten.,False,1,0,1,0
"Ausgenommen von der Abstandsregel sind künftig die Schulen, wo es nach den Ferien ab dem 10. August wieder vollen Betrieb geben soll.","Bei Kontakten zu anderen Menschen ist ein Mindestabstand von 1,5 Metern einzuhalten. Satz 1 gilt nicht, sofern eine körperliche Nähe unter 1,5 Metern nach den Umständen nicht zu vermeiden ist insbesondere 1. bei der Erbringung von Tätigkeiten im Rahmen der Gesundheitsversorgung und Pflege einschließlich der Versorgung mit Heil-, Hilfs- und Pflegehilfsmitteln, 2. in der Kindertagesförderung im Sinne des § 22 des Achten Buches Sozialgesetzbuch - Kinder und Jugendhilfe - in der Fassung der Bekanntmachung vom 11. September 2012 (BGBl. I S. 2022), das zuletzt durch Artikel 16a des Gesetzes vom 28. April 2020 (BGBl. I S. 960) geändert worden ist, in Schulen einschließlich der Einrichtungen des Zweiten Bildungsweges im Sinne des Schulgesetzes vom 26. Januar 2004 (GVBl. S. 26), das zuletzt durch Gesetz vom 11. Juni 2020 (GVBl. S. 538) geändert worden ist, sowie in der beruflichen Bildung, 3. bei der Erbringung körpernaher Dienstleistungen oder 4. wegen der baulich bedingten Enge notwendigerweise von mehreren Personen zeitgleich zu nutzender Räumlichkeiten, zum Beispiel in öffentlichen Verkehrsmitteln oder Kraftfahrzeugen.",True,0,1,0,0
"Ausgenommen von der Abstandsregel sind künftig die Schulen, wo es nach den Ferien ab dem 10. August wieder vollen Betrieb geben soll.",Ordnungswidrigkeiten können nach § 73 Absatz 2 zweiter Halbsatz des Infektionsschutzgesetzes mit einer Geldbuße von bis zu 25 000 Euro geahndet werden.,False,0,0,0,0
Masken-Verweigerern droht nun ein Bußgeld.,"Ordnungswidrig im Sinne des § 73 Absatz 1a Nummer 24 des Infektionsschutzgesetzes handelt, wer vorsätzlich oder fahrlässig 1. entgegen § 1 Absatz 2 Satz 1 den Mindestabstand von 1,5 Metern zu anderen als in § 1 Absatz 3 genannten Personen nicht einhält und keine Ausnahme nach § 1 Absatz 2 Satz 2 oder § 5 Absatz 8 vorliegt, 2. entgegen § 2 Absatz 1 als Verantwortliche oder Verantwortlicher auf Verlangen kein Hygienekonzept vorlegt, soweit keine Ausnahme nach § 2 Absatz 4 vorliegt, 3. entgegen § 2 Absatz 2 Satz 3 als Verantwortliche oder Verantwortlicher keine Aushänge zu den Abstands- und Hygieneregeln gut sichtbar anbringt, soweit keine Ausnahme nach § 2 Absatz 4 vorliegt, 4. entgegen § 3 Absatz 1 und 2 als Verantwortliche oder Verantwortlicher keine Anwesenheitsdokumentation führt, diese nicht für die Dauer von vier Wochen aufbewahrt oder sie auf Verlangen der zuständigen Behörde nicht herausgibt, soweit keine Ausnahme nach § 3 Absatz 3 vorliegt, 5. entgegen § 4 Absatz 1 keine Mund-Nasen-Bedeckung trägt und keine Ausnahme nach § 4 Absatz 2 vorliegt, 6. entgegen § 5 Absatz 1 in geschlossenen Räumen gemeinsam singt, 7. entgegen § 5 Absatz 2 als die Versammlung veranstaltende Person kein Schutz- und Hygienekonzept erstellt, dieses auf Verlangen der Versammlungsbehörde nicht vorlegt oder die Einhaltung des Schutz- und Hygienekonzepts bei der Durchführung der Versammlung nicht sicherstellt, 8. entgegen § 5 Absatz 4 Satz 1 und 2 als verantwortliche Betreiberin oder verantwortlicher Betreiber einer Verkaufsstelle mehr als die nach der Fläche des Geschäftsraumes höchstens zulässige Personenanzahl einlässt, 9. entgegen § 5 Absatz 4 Satz 3 und 4 als verantwortliche Betreiberin oder verantwortlicher Betreiber eines Kaufhauses oder eines Einkaufszentrums (Mall) die Einhaltung der Zutrittsregelung bezogen auf die maximal für die jeweilige Fläche zugelassenen Personenanzahl nicht gewährleistet, 10. entgegen § 5 Absatz 6 als verantwortliche Betreiberin oder verantwortlicher Betreiber einer Gaststätte oder einer Schankwirtschaft die Einhaltung der Hygiene- und Abstandsregeln nicht gewährleistet, 11. entgegen § 5 Absatz 7 Satz 1 Sport mit anderen als den in § 1 Absatz 3 genannten Personen nicht kontaktfrei ausübt oder den Mindestabstand zu anderen als den in § 1 Absatz 3 genannten Personen nicht einhält, soweit keine Ausnahme nach § 5 Absatz 8 vorliegt, 12. entgegen § 5 Absatz 7 Satz 3 den Wettkampfbetrieb in kontaktfreien Sportarten außerhalb eines von der für Sport zuständigen Senatsverwaltung genehmigten Nutzungs- und Hygienekonzeptes des jeweiligen Sportfachverbandes durchführt, 13. entgegen § 5 Absatz 8 als Kaderathletin oder -athlet, Mitglied eines Bundesligateams, Profisportlerin oder Profisportler ohne Genehmigung der für Sport zuständigen Senatsverwaltung Sport mit anderen als den in § 1 Absatz 3 genannten Personen nicht kontaktfrei ausübt oder den Mindestabstand zu anderen als den in § 1 Absatz 3 genannten Personen nicht einhält, 14. entgegen § 5 Absatz 9 als verantwortliche Betreiberin oder verantwortlicher Betreiber eines Schwimmbades, Frei- oder Strandbades dieses ohne Genehmigung des zuständigen Gesundheitsamtes öffnet, 15. entgegen § 6 Absatz 1 als Verantwortliche oder Verantwortlicher einer Veranstaltung im Freien die Einhaltung der jeweils zulässigen Teilnehmendenzahl nicht gewährleistet und keine Ausnahme nach § 6 Absatz 3 vorliegt, 16. entgegen § 6 Absatz 2 als Verantwortliche oder Verantwortlicher einer Veranstaltung in geschlossenen Räumen die Einhaltung der jeweils zulässigen Teilnehmendenzahl nicht gewährleistet und keine Ausnahme nach § 6 Absatz 3 vorliegt, 17. entgegen § 7 Absatz 1 als verantwortliche Betreiberin oder verantwortlicher Betreiber eine Tanzlustbarkeit oder ein ähnliches Unternehmen in geschlossenen Räumen für den Publikumsverkehr öffnet, 18. entgegen § 7 Absatz 2 Satz 1 als verantwortliche Betreiberin oder verantwortlicher Betreiber eine Gaststätte mit der besonderen Betriebsart Diskotheken und ähnliche Betriebe, die nicht ausschließlich Speisen und Getränke zum Verzehr an Ort und Stelle, zur Abholung oder Lieferung anbietet, in geschlossenen Räumen für den Publikumsverkehr öffnet, 19. entgegen § 7 Absatz 2 Satz 3 als verantwortliche Betreiberin oder verantwortlicher Betreiber einer Gaststätte Tanzveranstaltungen in geschlossenen Räumen durchführt, 20. entgegen § 7 Absatz 3 als verantwortliche Betreiberin oder verantwortlicher Betreiber Saunen, Dampfbäder oder eine ähnliche Einrichtung öffnet, 21. entgegen § 7 Absatz 4 sexuelle Dienstleistungen mit Körperkontakt in Anspruch nimmt, 22. entgegen § 7 Absatz 4 Satz 2 ein Prostitutionsgewerbe im Sinne des Prostituiertenschutzgesetzes betreibt, 23. entgegen § 7 Absatz 5 Satz 1 als verantwortliche Betreiberin oder verantwortlicher Betreiber einer staatlichen, privaten oder konfessionellen Hochschule deren Einrichtungen vor dem 20. Juli 2020 für den Publikumsverkehr öffnet und keine Ausnahme nach § 7 Absatz 5 Satz 2 bis 5 vorliegt, 24. entgegen § 7 Absatz 6 Satz 1 als verantwortliche Betreiberin oder verantwortlicher Betreiber einer Werkstatt, Tages- und Tagesförderungsstätte für Menschen mit Behinderungen vor dem 31. Juli 2020 vollumfänglich öffnet und die Einhaltung der nach § 7 Absatz 6 Satz 3 jeweils zulässigen Teilnehmendenzahl nicht gewährleistet, 25. entgegen § 7 Absatz 7 als verantwortliche Betreiberin oder verantwortlicher Betreiber eines überwiegend öffentlich geförderten Theaters, Konzert- oder Opernhauses öffentliche Veranstaltungen vor dem 31. Juli 2020 durchführt, 26. entgegen § 8 Absatz 1 Satz 1 sich als Einreisende, Einreisender, Rückreisende oder Rückreisender aus einem Risikogebiet nach § 8 Absatz 4 nach der Einreise nicht unverzüglich auf direktem Weg in die eigene Häuslichkeit oder eine andere geeignete Unterkunft begibt, soweit keine Ausnahme nach § 9 Absatz 1 bis 4 vorliegt, 27. entgegen § 8 Absatz 1 Satz 1 sich als Einreisende, Einreisender, Rückreisende oder Rückreisender aus einem Risikogebiet nach § 8 Absatz 4 nicht für einen Zeitraum von 14 Tagen nach der Einreise absondert, soweit keine Ausnahme nach § 9 Absatz 1 bis 4 vorliegt, 28. entgegen § 8 Absatz 1 Satz 2 als Einreisende, Einreisender, Rückreisende oder Rückreisender aus einem Risikogebiet nach § 8 Absatz 4 in dem Zeitraum der Absonderung Besuch von Personen empfängt, die nicht zum eigenen Hausstand gehören, 29. entgegen § 8 Absatz 1 Satz 2 eine Person, die der Verpflichtung zur Absonderung nach § 8 Absatz 1 Satz 1 unterliegt, besucht, 30. entgegen § 8 Absatz 2 Satz 1 als Einreisende, Einreisender, Rückreisende oder Rückreisender aus einem Risikogebiet nach § 8 Absatz 4 nicht unverzüglich das zuständige Gesundheitsamt kontaktiert und auf das Vorliegen der Verpflichtung zur Absonderung nach § 8 Absatz 1 hinweist, soweit keine Ausnahme nach § 9 Absatz 6 vorliegt, 31. entgegen § 8 Absatz 2 Satz 2 als Einreisende, Einreisender, Rückreisende oder Rückreisender aus einem Risikogebiet nach § 8 Absatz 4 beim Auftreten von Krankheitssymptomen, die auf eine Erkrankung mit COVID-19 im Sinne der dafür jeweils aktuellen Kriterien des Robert-Koch-Instituts hinweisen, nicht unverzüglich das zuständige Gesundheitsamt informiert, soweit keine Ausnahme nach § 9 Absatz 6 vorliegt oder 32. entgegen § 9 Absatz 5 Satz 2 beim Auftreten von Krankheitssymptomen binnen 14 Tagen nach der Einreise, die auf eine Erkrankung mit COVID-19 im Sinne der dafür jeweils aktuellen Kriterien des Robert-Koch-Instituts hinweisen, unverzüglich das zuständige Gesundheitsamt informiert.",True,0,1,1,0
Masken-Verweigerern droht nun ein Bußgeld.,Näheres zu den Anforderungen an das Schutz- und Hygienekonzept einschließlich Vorgaben zu Auslastungsgrenzen oder Zutritts- und Besuchsregelungen kann die jeweils zuständige Senatsverwaltung im Einvernehmen mit der für Gesundheit zuständigen Senatsverwaltung in einem bereichsspezifischen Hygienerahmenkonzept bestimmen.,False,0,0,0,0
"Restaurants, Kneipen, Bars, Cafés bleibe darum geschlossen, das Abholen von Speisen und Getränken bleibt aber weiterhin erlaubt.","Gaststätten im Sinne des Gaststättengesetzes in der Fassung der Bekanntmachung vom 20. November 1998 (BGBl. I S. 3418), das zuletzt durch Artikel 14 des Gesetzes vom 10. März 2017 (BGBl. I S. 420) geändert worden ist, in der jeweils geltenden Fassung und Kantinen dürfen nicht für den Publikumsverkehr geöffnet werden. Sie dürfen vorbehaltlich § 8 Absatz 1 Speisen und Getränke zur Abholung oder zur Lieferung anbieten. Für die Abholung sind geeignete Vorkehrungen zur Steuerung der Kaufabwicklung und zur Vermeidung von Menschenansammlungen zu treffen.",True,1,1,1,1
"Restaurants, Kneipen, Bars, Cafés bleibe darum geschlossen, das Abholen von Speisen und Getränken bleibt aber weiterhin erlaubt.","Der Arbeitgeber hat alle geeigneten technischen und organisatorischen Maßnahmen zu treffen, um betriebsbedingte Personenkontakte zu reduzieren. Die gleichzeitige Nutzung von Räumen durch mehrere Personen ist auf das betriebsnotwendige Minimum zu reduzieren.",False,0,0,0,0
"Daneben müssen Arbeitgeber sicherstellen, dass maximal 50 Prozent aller Bildschirmarbeitsplätze in Büroräumen gleichzeitig besetzt werden.","Gewerbliche und öffentliche Arbeitgeberinnen und Arbeitgeber haben dafür Sorge zu tragen, dass im Falle von Büroarbeitsplätzen höchstens 50 Prozent der eingerichteten Büroarbeitsplätze in einer Arbeitsstätte gemäß § 1 Absatz 1 der Arbeitsstättenverordnung vom 12. August 2004 (BGBl. I S. 2179), die zuletzt durch Artikel 4 des Gesetzes vom 22. Dezember 2020 (BGBl. I S. 3334) geändert worden ist, in der jeweils geltenden Fassung zeitgleich genutzt werden.",True,1,1,1,1
"Daneben müssen Arbeitgeber sicherstellen, dass maximal 50 Prozent aller Bildschirmarbeitsplätze in Büroräumen gleichzeitig besetzt werden.","Schulen haben eine Anwesenheitsdokumentation über die Anwesenheit von schulfremden Personen zu führen, soweit geschlossene Räume betroffen sind. Zu den schulfremden Personen zählen neben Besucherinnen und Besuchern auch die Erziehungsberechtigten sowie weitere Personen, die nicht regelhaft an der Schule tätig sind. Eine Anwesenheitsdokumentation im Sinne von Satz 1 ist auch für die Teilnahme schulfremder Personen an schulischen Veranstaltungen zu führen, soweit die Veranstaltung ganz oder teilweise im Freien stattfindet. Zusätzlich zu den in § 5 Absatz 2 Satz 1 der SARS-CoV-2-Infektionsschutzmaßnahmenverordnung genannten Angaben sind auch der Ort der Anwesenheit in der Schule oder die Raumnummer anzugeben.",False,0,0,0,0
"So sind Arbeitgeber verpflichtet, ihren Arbeitnehmern zwei Mal in der Woche einen kostenlosen Corona-Test zu ermöglichen. Eine Pflicht, das Angebot zu nutzen, besteht für die Mitarbeiter jedoch nicht.","Arbeitgeberinnen und Arbeitgeber sind verpflichtet, ihren Mitarbeiterinnen und Mitarbeitern, die an ihrem Arbeitsplatz präsent sind, zweimal pro Woche ein Angebot über eine kostenlose Testung in Bezug auf eine Infektion mit dem Coronavirus SARS-CoV-2 mittels eines Point-of-Care (PoC)-Antigen-Tests, einschließlich solchen zur Selbstanwendung unter Aufsicht, zu unterbreiten und diese Testungen zu organisieren.",True,1,1,1,1
"So sind Arbeitgeber verpflichtet, ihren Arbeitnehmern zwei Mal in der Woche einen kostenlosen Corona-Test zu ermöglichen. Eine Pflicht, das Angebot zu nutzen, besteht für die Mitarbeiter jedoch nicht.","Zugelassene Krankenhäuser dürfen planbare Aufnahmen, Operationen und Eingriffe unter der Voraussetzung durchführen, dass Reservierungs- und Freihaltevorgaben eingehalten werden und die Rückkehr in einen Krisenmodus wegen einer Verschärfung der Pandemielage jederzeit kurzfristig umgesetzt werden kann.",False,0,0,0,0
"An den Kontaktbeschränkungen hat sich indes nichts geändert. Es bleibt dabei, dass sich insgesamt fünf Personen aus zwei Haushalten treffen dürfen, Kinder unter 14 Jahren werden nicht mitgerechnet.","Abweichend von den Absätzen 1 und 2 sind Veranstaltungen oder Zusammenkünfte im Familien-, Bekannten- oder Freundeskreis (private Veranstaltungen) nur im Kreise der in § 2 Absatz 2 genannten Personen oder mit Angehörigen eines weiteren Haushaltes zulässig; es gilt eine Personenobergrenze von höchstens fünf zeitgleich anwesenden Personen, wobei deren Kinder bis zur Vollendung des 14. Lebensjahres nicht mitgezählt werden.",True,1,1,1,1
"An den Kontaktbeschränkungen hat sich indes nichts geändert. Es bleibt dabei, dass sich insgesamt fünf Personen aus zwei Haushalten treffen dürfen, Kinder unter 14 Jahren werden nicht mitgerechnet.",Diese Verordnung tritt am fünften Tag nach der Verkündung in Kraft; sie tritt mit Ablauf des 30. April 2021 außer Kraft.,False,0,0,0,0
